node,industry,country,in_degree,out_degree,flag_reason,decision
sis mobile,Telecommunications,Cayman Islands,1,0,low degree,
sjvn,Electric Utilities,India,1,0,low degree,
sk kaken,Chemicals,Japan,1,0,low degree,
sk oceanplant,Transportation Equipment,South Korea,1,0,low degree,
skanska ab,Engineering & Construction,Sweden,1,0,low degree,
skeena resources,Metals & Mining,Canada,1,0,low degree,
skf india,Industrial Intermediate Prod,India,1,0,low degree,
skshu paint,Chemicals,China,1,0,low degree,
skymoons technology,Technology Hardware,China,1,0,low degree,
skywest,Transportation & Logistics,USA,1,0,low degree,
skyworth,Technology Hardware,Bermuda,1,0,low degree,
sl tennessee,Automotive,USA,1,0,low degree,
slovakian door co sro,Automotive,Slovakia,1,0,low degree,
sm bexel,Automotive,South Korea,1,0,low degree,
sm hwajin,Automotive,South Korea,1,0,low degree,
smart sand,Oil & Gas Services & Equip,USA,1,0,low degree,
smc,Machinery,Japan,1,0,low degree,
sml isuzu,Transportation Equipment,India,1,0,low degree,
smtc,Technology Hardware,USA,1,0,low degree,
snam,Gas & Water Utilities,Italy,1,0,low degree,
snap-on,Machinery,USA,1,0,low degree,
snetor overseas sas,Chemicals,France,1,0,low degree,
snf holding,Chemicals,USA,1,0,low degree,
snowy hydro,Electric Utilities,Australia,1,0,low degree,
snt motiv,Automotive,South Korea,1,0,low degree,
socamaine,Transportation & Logistics,France,1,0,low degree,
socar trading,Oil & Gas Producers,Switzerland,1,0,low degree,
sociedad minera cerro verde saa,Metals & Mining,Peru,1,0,low degree,
sociedad transmisora metropolitana ii,Electric Utilities,Chile,1,0,low degree,
societatea nationala nuclearelectrica,Electric Utilities,Romania,1,0,low degree,
societe nationale de i electricite & du gaz,Oil & Gas Producers,Algeria,1,0,low degree,
societe tunisienne de l'electricite et du gaz,Electric Utilities,Tunisia,1,0,low degree,
sodick,Machinery,Japan,1,0,low degree,
soechi lines tbk pt,Transportation & Logistics,Indonesia,1,0,low degree,
sokoman minerals,Metals & Mining,Canada,1,0,low degree,
solareast,Electrical Equipment,China,1,0,low degree,
solargiga energy,Renewable Energy,Cayman Islands,1,0,low degree,
solaris sewon,Automotive,South Korea,1,0,low degree,
solikamsk magnesium plant ojsc,Metals & Mining,Russia,1,0,low degree,
solitron devices,Semiconductors,USA,1,0,low degree,
solize,Engineering & Construction,Japan,1,0,low degree,
solomon data international,Technology Hardware,Taiwan,1,0,low degree,
solomon technology,Electrical Equipment,Taiwan,1,0,low degree,
solomon technology corn,Electrical Equipment,Taiwan,1,0,low degree,
solteam,Electrical Equipment,USA,1,0,low degree,
soltec power,Renewable Energy,Spain,1,0,low degree,
somar,Chemicals,Japan,1,0,low degree,
son ha sai gon jsc,Industrial Intermediate Prod,Vietnam,1,0,low degree,
sonid,Technology Hardware,South Korea,0,1,low degree,
soosan heavy industries,Machinery,South Korea,1,0,low degree,
soquimich comercial,Chemicals,Chile,1,0,low degree,
sorami steel service,Metals & Mining,Japan,1,0,low degree,
sorl auto parts,Automotive,USA,1,0,low degree,
soshin electric,Technology Hardware,Japan,1,0,low degree,
sotecc,Semiconductors,Germany,1,0,low degree,
sotetsu,Transportation & Logistics,Japan,1,0,low degree,
south asia lpg co pvt,Oil & Gas Producers,India,1,0,low degree,
south basic chemicals jsc,Chemicals,Vietnam,1,0,low degree,
south seoul lrt,Engineering & Construction,South Korea,1,0,low degree,
south-kuzbass gres oao,Electric Utilities,Russia,1,0,low degree,
southern hydropower jsc,Electric Utilities,UK,1,0,low degree,
southern rubber industry jsc,Industrial Intermediate Prod,Vietnam,1,0,low degree,
southwest airlines,Transportation & Logistics,USA,1,0,low degree,
southwest gas,Gas & Water Utilities,USA,1,0,low degree,
soveks zao,Oil & Gas Producers,Russia,1,0,low degree,
soyea technology,Technology Hardware,China,1,0,low degree,
space shuttle hi-tech,Technology Hardware,China,1,0,low degree,
spc power,Electric Utilities,Philippines,1,0,low degree,
spectral medical,Medical Equipment & Devices,Canada,1,0,low degree,
spic northeast electric power,Electric Utilities,China,1,0,low degree,
spirit airlines,Transportation & Logistics,USA,1,0,low degree,
spirox,Semiconductors,Taiwan,1,0,low degree,
spx flow,Machinery,USA,1,0,low degree,
spx technologies,Electrical Equipment,USA,1,0,low degree,
sqm vitas fzco,Chemicals,UAE,1,0,low degree,
sri lanka ports authority,Transportation & Logistics,Sri Lanka,1,0,low degree,
ss development,Renewable Energy,China,1,0,low degree,
stadler rail,Transportation Equipment,Switzerland,1,0,low degree,
stahl de mexico sa de cv,Chemicals,Mexico,1,0,low degree,
stahlo stahlservice gmbh & co kg,Steel,Germany,1,0,low degree,
stalprofil,Steel,Poland,1,0,low degree,
stanhope,Engineering & Construction,UK,1,0,low degree,
star air a/s,Transportation & Logistics,Denmark,1,0,low degree,
star energy geothermal wayang windu,Electric Utilities,"Virgin Islands, British",1,0,low degree,
star group lp,Engineering & Construction,USA,1,0,low degree,
state grid fujian electric power,Electric Utilities,China,1,0,low degree,
state grid henan electric power,Electric Utilities,China,1,0,low degree,
state grid integrated energy service,Electric Utilities,China,1,0,low degree,
state grid jiangxi electric power,Electric Utilities,China,1,0,low degree,
state grid jilin electric power,Electric Utilities,China,1,0,low degree,
state grid qinghai electric power,Electric Utilities,China,1,0,low degree,
state grid shanxi electric power,Electric Utilities,China,1,0,low degree,
state grid yingda,Electrical Equipment,China,1,0,low degree,
state nuclear electric power planning design & research institute,Engineering & Construction,China,1,0,low degree,
state of south australia department of planning transportation,Transportation & Logistics,Australia,1,0,low degree,
state power investment corp shanxi aluminum,Metals & Mining,China,1,0,low degree,
state railway of thailand,Transportation & Logistics,Thailand,1,0,low degree,
stavropolenergosbyt pjsc,Electric Utilities,Russia,1,0,low degree,
steag,Electric Utilities,Germany,1,0,low degree,
steel,Steel,Japan,1,0,low degree,
steel & alloy,Steel,UK,1,0,low degree,
steel authority of india,Steel,India,1,0,low degree,
steel exchange india,Steel,India,1,0,low degree,
steel partners holdings lp,Industrial Intermediate Prod,USA,1,0,low degree,
stelco,Steel,Canada,1,0,low degree,
stella chemifa,Chemicals,Japan,1,0,low degree,
stemcor usa,Steel,USA,1,0,low degree,
steris,Medical Equipment & Devices,Ireland,1,0,low degree,
sterlite power transmission,Electrical Equipment,India,1,0,low degree,
sterlite technologies,Technology Hardware,India,1,0,low degree,
stewart stainless supply,Steel,USA,1,0,low degree,
stl technology,Technology Hardware,Taiwan,1,0,low degree,
strikepoint gold,Metals & Mining,Canada,1,0,low degree,
stryker,Medical Equipment & Devices,USA,1,0,low degree,
stx,Engineering & Construction,South Korea,1,0,low degree,
subros,Automotive,India,1,0,low degree,
subtron technology,Technology Hardware,Taiwan,1,0,low degree,
sufa technology industry co ltd cnnc,Machinery,China,1,0,low degree,
suido kiko kaisha,Machinery,Japan,1,0,low degree,
sukgyung at,Chemicals,South Korea,1,0,low degree,
sulzer,Machinery,Switzerland,1,0,low degree,
sumec,Machinery,China,1,0,low degree,
sumeeko industries,Automotive,Taiwan,1,0,low degree,
sumi indo kabel tbk pt,Electrical Equipment,Indonesia,1,0,low degree,
suminoe textile,Automotive,Japan,1,0,low degree,
sumitomo nacco forklift,Machinery,Japan,1,0,low degree,
sumitomo precision products,Aerospace & Defense,Japan,1,0,low degree,
summit steel,Steel,USA,1,0,low degree,
sun create electronics,Technology Hardware,China,1,0,low degree,
suncor energy,Oil & Gas Producers,Canada,1,0,low degree,
sundiro honda motorcycle,Automotive,China,1,0,low degree,
sunedison,Renewable Energy,USA,1,0,low degree,
sunf pu technology,Electrical Equipment,Taiwan,1,0,low degree,
sung bo chemicals,Chemicals,South Korea,1,0,low degree,
sungwan,Steel,South Korea,1,0,low degree,
sungwon,Steel,South Korea,1,0,low degree,
sunnova energy international,Renewable Energy,USA,1,0,low degree,
sunpro solar,Engineering & Construction,USA,1,0,low degree,
sunrun,Renewable Energy,USA,1,0,low degree,
sunsea aiot technology,Technology Hardware,China,0,1,low degree,
sunstone development,Metals & Mining,China,1,0,low degree,
suntory logistics,Transportation & Logistics,Japan,1,0,low degree,
sunward intelligent equipment,Machinery,China,1,0,low degree,
sunwater,Gas & Water Utilities,Australia,1,0,low degree,
sunway,Electrical Equipment,China,1,0,low degree,
suomen hyotytuuli oy,Renewable Energy,Finland,1,0,low degree,
supreme petrochern,Industrial Intermediate Prod,India,1,0,low degree,
suresoft technologies,Technology Services,South Korea,1,0,low degree,
surtidora de alambres y aceros del centro sa de cv,Steel,Spain,1,0,low degree,
surya esa perkasa tbk pt,Oil & Gas Producers,Indonesia,1,0,low degree,
suwon beltway,Transportation & Logistics,South Korea,1,0,low degree,
suzhou hailu heavy industry,Electrical Equipment,China,1,0,low degree,
suzhou hesheng special material,Chemicals,China,1,0,low degree,
suzhou jin hong shun auto parts,Automotive,China,1,0,low degree,
suzhou shougang longxing steel processing distribution,Steel,China,1,0,low degree,
suzhou sonavox electronics,Technology Hardware,China,0,1,low degree,
suzhou wuzhong city construction development,Engineering & Construction,China,1,0,low degree,
suzlon energy,Renewable Energy,India,1,0,low degree,
suzuki shokan,Gas & Water Utilities,Japan,1,0,low degree,
svyatogor jsc,Metals & Mining,Russia,1,0,low degree,
swcc,Electrical Equipment,Japan,1,0,low degree,
sydney metro,Transportation & Logistics,Australia,1,0,low degree,
synnex thailand pcl,Technology Hardware,Thailand,1,0,low degree,
synthomer,Chemicals,UK,1,0,low degree,
sypris solutions,Transportation Equipment,USA,1,0,low degree,
sysmex,Medical Equipment & Devices,Japan,1,0,low degree,
t&k toka,Chemicals,Japan,1,0,low degree,
t'way,Transportation & Logistics,South Korea,1,0,low degree,
ta-yuan cogeneration,Electric Utilities,Taiwan,1,0,low degree,
tachi-5,Automotive,Japan,1,0,low degree,
taekyung bk,Chemicals,South Korea,1,0,low degree,
taewoong logistics,Transportation & Logistics,South Korea,0,1,low degree,
taganrog metallurgical plant oao,Steel,Russia,0,1,low degree,
taiflex scientific,Industrial Intermediate Prod,Taiwan,1,0,low degree,
taihan precision technology,Electrical Equipment,Taiwan,1,0,low degree,
taiheiyo cement,Construction Materials,Japan,1,0,low degree,
taikisha,Engineering & Construction,Japan,1,0,low degree,
taini guigang cement,Construction Materials,China,1,0,low degree,
taishan nuclear power joint venture,Electric Utilities,China,1,0,low degree,
taitien electronics,Electrical Equipment,Taiwan,1,0,low degree,
taiwan chi cheng enterprise,Technology Hardware,Taiwan,1,0,low degree,
taiwan cogeneration,Engineering & Construction,Taiwan,1,0,low degree,
taiwan fu hsing industrial,Industrial Intermediate Prod,Taiwan,1,0,low degree,
taiwan glass industry,Construction Materials,Taiwan,1,0,low degree,
taiwan ic packaging,Semiconductors,Taiwan,1,0,low degree,
taiwan international ports,Transportation & Logistics,Taiwan,1,0,low degree,
taiwan line tek electronic,Electrical Equipment,Taiwan,1,0,low degree,
taiwan navigation,Transportation & Logistics,Taiwan,1,0,low degree,
taiwan pelican express,Transportation & Logistics,Taiwan,1,0,low degree,
taiwan taxi,Transportation & Logistics,Taiwan,1,0,low degree,
taiyo,Technology Hardware,Japan,1,0,low degree,
taiyo kisokogyo,Engineering & Construction,Japan,1,0,low degree,
taiyo technolex,Technology Hardware,Japan,1,0,low degree,
taiyuan gengyang industrial,Metals & Mining,China,1,0,low degree,
taiyuan iron & steel,Steel,China,1,0,low degree,
tajima motor,Automotive,Japan,1,0,low degree,
takagi seiko,Industrial Intermediate Prod,Japan,1,0,low degree,
takahama industry,Transportation Equipment,Japan,1,0,low degree,
takakita,Machinery,Japan,1,0,low degree,
takamatsu construction,Engineering & Construction,Japan,1,0,low degree,
takasago international,Chemicals,Japan,1,0,low degree,
takeuchi manufacturing,Machinery,Japan,1,0,low degree,
talleres y aceros sa de cv,Steel,Mexico,1,0,low degree,
tamilnadu petroproducts,Chemicals,India,1,0,low degree,
tamturbo oyj,Machinery,Finland,1,0,low degree,
tamura,Electrical Equipment,Japan,1,0,low degree,
tan chong motor holdings bhd,Automotive,Malaysia,1,0,low degree,
tanaka,Metals & Mining,Japan,1,0,low degree,
tanaka seimitsu kogyo,Automotive,Japan,1,0,low degree,
tandem diabetes care,Medical Equipment & Devices,USA,1,0,low degree,
tangshan beishiti iron & steel group fufeng steel,Steel,China,1,0,low degree,
tangshan caofeidian shiye port,Transportation & Logistics,China,1,0,low degree,
tangshan haiming coal,Metals & Mining,China,1,0,low degree,
tangshan jidong cement,Construction Materials,China,1,0,low degree,
tangshan port,Transportation & Logistics,China,1,0,low degree,
tangshan rongyi coking gas,Chemicals,China,1,0,low degree,
tangshan stainless steel,Steel,China,1,0,low degree,
tangshan sunfar silicon industry,Chemicals,China,1,0,low degree,
tapex,Chemicals,South Korea,1,0,low degree,
tat technologies,Aerospace & Defense,Israel,1,0,low degree,
tata,Technology Services,Vietnam,1,0,low degree,
tata hitachi construction machinery co pvt,Machinery,India,1,0,low degree,
tata international metals uk,Steel,UK,1,0,low degree,
tata steel long products,Steel,India,1,0,low degree,
tatneft pjsc,Oil & Gas Producers,Russia,1,0,low degree,
tatung fine chemical,Industrial Intermediate Prod,Taiwan,1,0,low degree,
tauber oil,Oil & Gas Producers,USA,1,0,low degree,
tav havalimanlari holding as,Transportation & Logistics,Turkey,1,0,low degree,
tayo rolls,Industrial Intermediate Prod,India,1,0,low degree,
tbea,Electrical Equipment,China,1,0,low degree,
tbi motion technology,Industrial Intermediate Prod,Taiwan,1,0,low degree,
tcc steel,Industrial Intermediate Prod,South Korea,1,0,low degree,
tcl electronics,Technology Hardware,Cayman Islands,1,0,low degree,
tcl rechi huizhou refrigeration equipment,Machinery,China,1,0,low degree,
tcorrugados y trefilados sa de cv,Steel,Spain,1,0,low degree,
te chang construction,Engineering & Construction,Taiwan,1,0,low degree,
te connectivity,Electrical Equipment,UK,1,0,low degree,
techemet lp,Metals & Mining,USA,1,0,low degree,
techgen,Machinery,Hong Kong,1,0,low degree,
technocraft industries india,Industrial Intermediate Prod,India,1,0,low degree,
technology metals australia,Metals & Mining,Australia,1,0,low degree,
tecnicas reunidas,Engineering & Construction,Spain,1,0,low degree,
tekcore,Semiconductors,Taiwan,1,0,low degree,
telangana state power generation,Electric Utilities,India,1,0,low degree,
teledyne technologies,Technology Hardware,USA,1,0,low degree,
telefonaktiebolaget lm ericsson,Technology Hardware,Sweden,1,0,low degree,
telenor asa,Telecommunications,Norway,1,0,low degree,
telephone and data systems,Telecommunications,USA,1,0,low degree,
tellhow sci-tech,Renewable Energy,China,1,0,low degree,
telstra,Telecommunications,Australia,1,0,low degree,
tembaga mulia semanan tbk pt,Metals & Mining,Indonesia,1,0,low degree,
tenma,Machinery,Japan,1,0,low degree,
tennessee valley authority,Electric Utilities,USA,1,0,low degree,
tenova,Machinery,Italy,1,0,low degree,
teollisuuden voima oyj,Electric Utilities,Finland,1,0,low degree,
ter ooo,Transportation & Logistics,Russia,1,0,low degree,
tera probe,Semiconductors,Japan,1,0,low degree,
teradyne,Semiconductors,USA,1,0,low degree,
teraoka seisakusho,Chemicals,Japan,1,0,low degree,
terasaki electric,Electrical Equipment,Japan,1,0,low degree,
termoelektrarna sostanj doo,Electric Utilities,Slovenia,1,0,low degree,
termoencogibles sa de cv,Chemicals,El Salvador,1,0,low degree,
terna energy,Electric Utilities,Spain,1,0,low degree,
tessenderlo,Chemicals,Spain,1,0,low degree,
tetra pak,Machinery,Sweden,1,0,low degree,
tewoo metals international trade,Metals & Mining,China,1,0,low degree,
thac mo hydropower jsc,Electric Utilities,Vietnam,1,0,low degree,
thai airways international pcl,Transportation & Logistics,Thailand,1,0,low degree,
thai central chemical pcl,Chemicals,Thailand,1,0,low degree,
thai cold rolled steel sheet pcl,Steel,Thailand,1,0,low degree,
thai nguyen iron and steel jsc,Steel,UK,1,0,low degree,
thai rung union car pcl,Automotive,Thailand,1,0,low degree,
thal,Electrical Equipment,Pakistan,1,0,low degree,
thales,Aerospace & Defense,France,1,0,low degree,
thames water,Gas & Water Utilities,UK,1,0,low degree,
thien quang group jsc,Machinery,Vietnam,1,0,low degree,
third construction co ltd of china construction eighth engineering division,Engineering & Construction,China,1,0,low degree,
thk,Machinery,Japan,1,0,low degree,
thu dau mot water jsc,Gas & Water Utilities,Vietnam,1,0,low degree,
thyssenkrupp materials & services,Steel,Germany,1,0,low degree,
tian jin bohai chemical,Chemicals,China,1,0,low degree,
tian lun gas,Gas & Water Utilities,Cayman Islands,1,0,low degree,
tianjin 712 communication & broadcasting,Technology Hardware,China,1,0,low degree,
tianjin faw toyota engine,Automotive,China,1,0,low degree,
tianjin futong information science & technology,Technology Hardware,China,1,0,low degree,
tianjin guoan mengguli new materials science & technology,Metals & Mining,China,1,0,low degree,
tianjin jinliande metal materials,Transportation & Logistics,China,1,0,low degree,
tianjin motimo membrane technology,Machinery,China,1,0,low degree,
tianjin printronics circuit,Technology Hardware,China,1,0,low degree,
tianma chengdu railway bearing,Industrial Intermediate Prod,China,1,0,low degree,
tianneng battery,Automotive,China,1,0,low degree,
tianoxi xinvu guoke technology,Aerospace & Defense,China,1,0,low degree,
tianqi lithium,Chemicals,China,1,0,low degree,
tibet summit resources,Metals & Mining,China,1,0,low degree,
tieliu,Automotive,China,1,0,low degree,
tien len steel corp jsc,Steel,Vietnam,1,0,low degree,
tien phong plastic jsc,Construction Materials,Vietnam,1,0,low degree,
timken co/the,Industrial Intermediate Prod,USA,1,0,low degree,
tino kaiun kaisha,Transportation & Logistics,Japan,1,0,low degree,
tinplate co of india ltd/the,Steel,India,1,0,low degree,
tipco asphalt pcl,Construction Materials,Thailand,1,0,low degree,
titan cement international,Construction Materials,Belgium,1,0,low degree,
titan international,Machinery,USA,1,0,low degree,
titan kogyo,Chemicals,Japan,1,0,low degree,
tkg hucherns,Chemicals,Japan,1,0,low degree,
tns energo kuban pjsc,Electric Utilities,Russia,1,0,low degree,
tns energo nizhny novgorod pjsc,Electric Utilities,Russia,1,0,low degree,
tns energo yarosavi pjsc,Electric Utilities,Russia,1,0,low degree,
toa road,Engineering & Construction,Japan,1,0,low degree,
tobu railway,Transportation & Logistics,Japan,1,0,low degree,
tocalo,Industrial Intermediate Prod,Japan,1,0,low degree,
tofas turk otomobil fabrikasi as,Automotive,Turkey,1,0,low degree,
togami electric manufacturing,Electrical Equipment,Japan,1,0,low degree,
toho gas,Gas & Water Utilities,Japan,1,0,low degree,
toho koki,Machinery,Japan,1,0,low degree,
tohoku kikai seisakusho kk,Engineering & Construction,Japan,1,0,low degree,
tokai,Oil & Gas Producers,Japan,1,0,low degree,
tokai carbon korea,Semiconductors,South Korea,1,0,low degree,
tokai concrete industries,Construction Materials,Japan,1,0,low degree,
tokai kisen,Transportation & Logistics,Japan,1,0,low degree,
toko shoji,Chemicals,Japan,1,0,low degree,
tokushin electric industries,Technology Hardware,Japan,1,0,low degree,
tokyo metro,Transportation & Logistics,Japan,1,0,low degree,
tokyu,Transportation & Logistics,Japan,1,0,low degree,
tokyu construction,Engineering & Construction,Japan,1,0,low degree,
tomen devices,Technology Hardware,Japan,1,0,low degree,
tomoe works,Industrial Intermediate Prod,Japan,1,0,low degree,
tomv,Oil & Gas Producers,Germany,1,0,low degree,
tong ming enterprise,Industrial Intermediate Prod,Cayman Islands,1,0,low degree,
tong-tai machine & tool,Machinery,Taiwan,1,0,low degree,
tongda,Technology Hardware,Cayman Islands,0,1,low degree,
tonghua hengtai heating power,Engineering & Construction,China,1,0,low degree,
tonghua iron & steel,Steel,China,1,0,low degree,
tongling jingda special magnet wire,Industrial Intermediate Prod,China,1,0,low degree,
tongwei,Renewable Energy,China,1,0,low degree,
top energy co ltd shanxi,Electric Utilities,China,1,0,low degree,
top glove corp bhd,Industrial Intermediate Prod,Malaysia,1,0,low degree,
top resource energy,Gas & Water Utilities,China,1,0,low degree,
topsun,Renewable Energy,South Korea,1,0,low degree,
torex semiconductor,Semiconductors,Japan,1,0,low degree,
torishima pump manufacturing,Machinery,Japan,1,0,low degree,
toronto transit commission,Transportation & Logistics,Canada,1,0,low degree,
toshiba mitsubishi-electric industrial systems,Machinery,Japan,1,0,low degree,
toshiba tec,Technology Hardware,Japan,1,0,low degree,
toshin,Technology Hardware,Japan,1,0,low degree,
tossen innovation,Chemicals,China,1,0,low degree,
total energy services,Oil & Gas Services & Equip,Canada,1,0,low degree,
toto energy,Oil & Gas Producers,USA,1,0,low degree,
towa,Semiconductors,Japan,1,0,low degree,
towa refractory engineering,Engineering & Construction,Japan,1,0,low degree,
tower international,Automotive,USA,1,0,low degree,
towngas smart energy,Gas & Water Utilities,Cayman Islands,1,0,low degree,
toyo concrete,Construction Materials,Japan,1,0,low degree,
toyo corp/aichi,Machinery,Japan,1,0,low degree,
toyo electric,Machinery,Japan,1,0,low degree,
toyo shutter,Electrical Equipment,Japan,1,0,low degree,
toyo tanso,Chemicals,Japan,1,0,low degree,
toyota peugeot citroen automobile czech sro,Automotive,Japan,1,0,low degree,
toyotomi kiko,Automotive,Japan,1,0,low degree,
tpc,Chemicals,USA,1,0,low degree,
tpi composites,Renewable Energy,USA,1,0,low degree,
tpk holding,Technology Hardware,Cayman Islands,0,1,low degree,
tplex,Steel,South Korea,1,0,low degree,
tradeco infraestructura sa de cv,Engineering & Construction,Spain,1,0,low degree,
trafigura beheer,Oil & Gas Producers,Singapore,1,0,low degree,
trafigura trading,Oil & Gas Producers,USA,1,0,low degree,
tran hong quan trading,Oil & Gas Producers,Vietnam,1,0,low degree,
tranger energy services,Oil & Gas Services & Equip,USA,1,0,low degree,
trans austria gasleitung,Gas & Water Utilities,Austria,1,0,low degree,
trans marga jateng pt,Engineering & Construction,Indonesia,1,0,low degree,
trans mountain pipeline lp,Oil & Gas Producers,Canada,1,0,low degree,
trans wagon international,Transportation & Logistics,China,1,0,low degree,
transaxle manufacturing of america,Automotive,USA,1,0,low degree,
transelectrica,Electric Utilities,Spain,1,0,low degree,
transfar zhilian,Transportation & Logistics,China,1,0,low degree,
transformadores tusan,Electrical Equipment,Chile,1,0,low degree,
translingkar kita jaya pt,Engineering & Construction,Indonesia,1,0,low degree,
transmilenio,Transportation & Logistics,Spain,1,0,low degree,
transnet,Electric Utilities,Chile,1,0,low degree,
transpnevmatika oao,Transportation Equipment,Russia,1,0,low degree,
transport for london,Transportation & Logistics,UK,1,0,low degree,
transport scotland,Engineering & Construction,UK,1,0,low degree,
transportadora callao,Transportation & Logistics,Peru,1,0,low degree,
transportadora de gas del sur,Oil & Gas Producers,Argentina,1,0,low degree,
trelleborg ab,Industrial Intermediate Prod,Sweden,1,0,low degree,
trenitalia,Transportation & Logistics,Italy,1,0,low degree,
tri chemical laboratories,Chemicals,Japan,1,0,low degree,
tric,Aerospace & Defense,Taiwan,1,0,low degree,
tricon energy uk,Chemicals,UK,1,0,low degree,
trinity energy services,Oil & Gas Services & Equip,USA,1,0,low degree,
triple flag precious metals,Metals & Mining,Canada,1,0,low degree,
triumph,Aerospace & Defense,USA,1,0,low degree,
triumph motorcycles,Automotive,UK,1,0,low degree,
tronox,Chemicals,UK,1,0,low degree,
tru precious metals,Metals & Mining,Canada,1,0,low degree,
truong hai auto,Automotive,Vietnam,1,0,low degree,
truwin,Automotive,South Korea,1,0,low degree,
trw sun steering wheels pvt,Automotive,India,1,0,low degree,
ts tech north america,Automotive,USA,1,0,low degree,
tsec,Renewable Energy,Taiwan,1,0,low degree,
tsubaki nakashima,Industrial Intermediate Prod,Japan,1,0,low degree,
tsuchiya screen kk,Automotive,Japan,1,0,low degree,
tsudakoma,Machinery,Japan,1,0,low degree,
tsuzuki denki,Technology Services,Japan,1,0,low degree,
ttalen energy supply,Electric Utilities,USA,1,0,low degree,
tulaoblgaz,Gas & Water Utilities,Russia,1,0,low degree,
tung kuang industrial jsc,Industrial Intermediate Prod,Vietnam,1,0,low degree,
tunnel euralpin lyon turin sas,Engineering & Construction,France,1,0,low degree,
tuper s/a,Steel,Spain,1,0,low degree,
turkiye petrolleri ao,Oil & Gas Producers,Turkey,1,0,low degree,
tuymazinskiy zavod avtobetonovozov pao,Machinery,Russia,1,0,low degree,
tvs,Automotive,India,1,0,low degree,
tvs motor,Automotive,India,1,0,low degree,
tway air,Transportation & Logistics,South Korea,1,0,low degree,
two rivers,Mine,South Africa,0,1,low degree,
u-ming marine transport,Transportation & Logistics,Taiwan,1,0,low degree,
u-netrans,Transportation & Logistics,Taiwan,1,0,low degree,
ucm industrial corp bhd,Electrical Equipment,Malaysia,1,0,low degree,
uex,Steel,Japan,1,0,low degree,
uganda electricity transmission,Electric Utilities,Uganda,1,0,low degree,
uldry steel,Steel,Spain,1,0,low degree,
ultra clean,Semiconductors,USA,1,0,low degree,
ultra electronics,Aerospace & Defense,UK,1,0,low degree,
ultra petroleum,Oil & Gas Producers,USA,1,0,low degree,
ulvac,Semiconductors,Japan,1,0,low degree,
unicraft nagura,Automotive,Japan,1,0,low degree,
unigel,Chemicals,UK,1,0,low degree,
unigel participacoes s/a,Chemicals,Spain,1,0,low degree,
unigel uk,Electrical Equipment,UK,1,0,low degree,
unimicron technology,Technology Hardware,Taiwan,1,0,low degree,
union chemical,Chemicals,South Korea,1,0,low degree,
union chemicals lanka,Chemicals,Sri Lanka,1,0,low degree,
union community,Electrical Equipment,South Korea,1,0,low degree,
union fenosa gas,Gas & Water Utilities,Spain,1,0,low degree,
union tool,Machinery,Japan,1,0,low degree,
unipart logistics,Transportation & Logistics,UK,1,0,low degree,
uniper global commodities se,Electric Utilities,Germany,1,0,low degree,
united airlines,Transportation & Logistics,USA,1,0,low degree,
united fiber optical communication,Technology Services,Taiwan,1,0,low degree,
united launch alliance,Aerospace & Defense,USA,1,0,low degree,
united metallurgical co jsc,Steel,Russia,1,0,low degree,
united microelectronics,Semiconductors,Taiwan,1,0,low degree,
united nova technology,Semiconductors,China,1,0,low degree,
united orthopedic,Medical Equipment & Devices,Taiwan,1,0,low degree,
united wagon co pjsc,Transportation Equipment,Russia,1,0,low degree,
unitekno,Automotive,South Korea,1,0,low degree,
universal bearings,Industrial Intermediate Prod,USA,1,0,low degree,
universal electronics,Technology Hardware,USA,1,0,low degree,
unki,Mine,Zimbabwe,0,1,low degree,
ural airlines jsc,Transportation & Logistics,Russia,1,0,low degree,
us silica,Oil & Gas Services & Equip,USA,1,0,low degree,
usa antimony,Metals & Mining,USA,1,0,low degree,
usa cold storage,Transportation & Logistics,USA,1,0,low degree,
usa naval research laboratory,Aerospace & Defense,USA,1,0,low degree,
utah municipal power agency,Electric Utilities,USA,1,0,low degree,
utex industries,Chemicals,USA,1,0,low degree,
uttar pradesh rajya vidyut utpadan nigam,Electric Utilities,India,1,0,low degree,
uzbekenergo sjsc,Electric Utilities,Uzbekistan,1,0,low degree,
uzbekneftegaz jsc,Oil & Gas Producers,Uzbekistan,1,0,low degree,
uzbektelecom jsc,Telecommunications,Uzbekistan,1,0,low degree,
vaalco energy,Oil & Gas Producers,USA,1,0,low degree,
vacom vakuum komponenten & messtechnik,Electrical Equipment,Germany,1,0,low degree,
vaisala oyj,Electrical Equipment,Finland,1,0,low degree,
vale inco sudbury,Mine,Canada,0,1,low degree,
valero energy,Oil & Gas Producers,USA,1,0,low degree,
valloured solucoes tubulares do brasil,Steel,Spain,1,0,low degree,
valmet oyj,Machinery,Finland,1,0,low degree,
van hool,Transportation Equipment,Belgium,1,0,low degree,
vancouver airport authority,Transportation & Logistics,Canada,1,0,low degree,
vanguard international semiconductor,Semiconductors,Taiwan,1,0,low degree,
vantiva,Technology Hardware,Spain,1,0,low degree,
varta,Technology Hardware,Germany,1,0,low degree,
vass pipe & steel,Steel,USA,1,0,low degree,
vassiliko cement works,Construction Materials,Cyprus,1,0,low degree,
vegetexco port jsc/the,Transportation & Logistics,Vietnam,1,0,low degree,
ventec international,Electrical Equipment,Cayman Islands,1,0,low degree,
ventra,Automotive,Canada,1,0,low degree,
